time,theta1,theta2,omega1,omega2,Tm1,Tm2,N,PL1,PL2,PL0_1,PL0_2,P0_1,P0_2,Pmax_1,Pmax_2,KL_nom,KL_one,t_line_trip
0.0,0.0,-0.06532059295893214,314.1592653589793,314.1592653589793,1.909859317102744,1.2732395447351628,0.0,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
9.999999999999999e-5,2.5493401871658056e-29,-0.06532059295893214,314.1592653589793,314.1592653589793,1.909859317102744,1.2732395447351628,2.8421709430276557e-19,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
0.0010999999999999998,3.320818583762174e-26,-0.06532059295893214,314.1592653589793,314.1592653589793,1.909859317102744,1.2732395447351628,3.126388035684487e-18,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
0.011099999999999997,-2.814346727869793e-21,-0.06532059295893214,314.1592653589793,314.1592653589793,1.9098593171027438,1.2732395447351628,3.154819075458372e-17,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
0.11109999999999996,-4.838678808998201e-19,-0.06532059295893212,314.1592653589793,314.1592653589793,1.909859317102744,1.2732395447351628,3.157889509822951e-16,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
1.1110999999999995,-5.180961556718233e-17,-0.06532059295893212,314.1592653589793,314.1592653589793,1.9098593171027451,1.2732395447351632,3.1595395025729157e-15,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
11.111099999999993,9.98269014405106e-14,-0.06532059295883244,314.1592653589794,314.1592653589794,1.9098593171027487,1.2732395447351632,2.7152404720554146e-14,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
14.60782722248953,2.9846394897580336e-13,-0.0653205929586337,314.1592653589794,314.1592653589794,1.9098593171027485,1.273239544735163,2.7423132367295877e-14,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
14.87889928254327,3.1388440661862805e-13,-0.06532059295861828,314.1592653589794,314.1592653589794,1.909859317102749,1.2732395447351632,2.7422777417143667e-14,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
14.96396320323513,3.187240749342977e-13,-0.06532059295861344,314.1592653589794,314.1592653589794,1.9098593171027487,1.2732395447351632,2.742265115633669e-14,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
14.995874928642799,3.2053845104740996e-13,-0.0653205929586116,314.1592653589794,314.1592653589794,1.9098593171027487,1.2732395447351632,2.7422645531025977e-14,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.002868180392866,-1.5051587782262181e-6,-0.06532059300047334,314.15766882870565,314.15926529692234,1.9099672493332407,1.2732395565086967,5.017269509597872e-8,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.007950693418815,-3.01595781117797e-5,-0.06532059810818411,314.14958853015327,314.159262231769,1.9105309948741993,1.2732399117568403,1.0054051347150476e-6,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.02542028265997,-0.0004408668024950441,-0.06532159120791324,314.1219720197237,314.159096938469,1.9124616914291122,1.2732532386864341,1.4712197609671469e-5,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.057864321254783,-0.0024687158225970853,-0.06535188717984165,314.07188518107995,314.157044627623,1.9159779976158018,1.2734028340891745,8.281209781195277e-5,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.094354150977237,-0.006640185880031388,-0.06554905248892043,314.0186806719683,314.149520668725,1.9197367963008873,1.2739345719109245,0.00022514718821114597,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.139449224272434,-0.014344649192181685,-0.06640471309169381,313.9595234384315,314.12861499767547,1.9239537030393281,1.2753928159906027,0.000496223641995994,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.190971216499586,-0.026147508244396395,-0.06901033359101033,313.9028979138804,314.0850680849204,1.9280482789427371,1.278411186550987,0.0009330792853918408,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.250979119301022,-0.0431276891162904,-0.07567036576316373,313.85236407770583,314.0067680226487,1.9317952145989377,1.2838238961815818,0.001610085850657443,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.320692914684203,-0.06605638070999983,-0.09036497658501236,313.810851501173,313.88609099431807,1.9350185028713371,1.2921666815441468,0.0026192857508115183,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.411419401480542,-0.09958205552869563,-0.12305770134897491,313.76911668762125,313.71225038008623,1.9384659516181406,1.3042305307838409,0.004281686990833816,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.50214588827688,-0.13714863055255125,-0.1706183427093775,313.71778050272985,313.5662418545367,1.9427071945633514,1.3144778385128937,0.006326583514302585,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.598859353350981,-0.18366553087077286,-0.23280080260865532,313.63294883214223,313.47946357957846,1.9494662599671393,1.3207925074214109,0.008913521189897938,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.706754719698909,-0.2472098604143133,-0.30765890520354405,313.50331192311296,313.46169488865894,1.9596156121055253,1.322539153732187,0.012279300551263637,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.855691655403579,-0.3589604516722617,-0.4110864335502169,313.3210516117421,313.4576734501248,1.974129175979355,1.323680954349507,0.01772811239897341,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
15.97081967880798,-0.46136881438243715,-0.49587887486928156,313.22737038994546,313.3718331210949,1.9822432525082254,1.330290377858919,0.02255493184463047,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
16.115370383108207,-0.6006849251624945,-0.6243025384552257,313.17061559845655,313.1590067239278,1.9883939163887001,1.345868906432709,0.029339196597065423,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
16.269903286091427,-0.757799642647989,-0.7957947926512983,313.1057408605794,312.9610445555654,1.9955345714457158,1.3606661730033935,0.03743455808318372,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
16.424436189074648,-0.9300199947244672,-0.9862060831167537,312.9731643159711,312.9173342837713,2.0076992344402766,1.3650763034239946,0.04634875799349036,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
16.61097061997394,-1.168856500421875,-1.2158974038466186,312.79363953018503,312.9240041488554,2.024099961045145,1.3665036773453176,0.05813816352890186,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
16.797505050873234,-1.4329034509296552,-1.458733862885463,312.71158178631595,312.759748191051,2.033989260483981,1.379777003854759,0.0709870028631431,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
17.006643283360255,-1.7402188349152217,-1.7780123655015958,312.6580962964966,312.5310816268852,2.042736234339929,1.3979113524703584,0.08655215737292977,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
17.215781515847276,-2.0682965044734005,-2.122729094001289,312.5099119838241,312.52127162314804,2.0585253216681463,1.401253646470669,0.10323335849986348,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
17.437056398268666,-2.4502190840004614,-2.4847121009403907,312.37759402214715,312.4881535447018,2.0738768351584005,1.4065220313922688,0.12199716126641856,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
17.658378965891973,-2.848117974519638,-2.8775245498522914,312.35085523957576,312.2751482755487,2.0821090527074175,1.4242951701201996,0.14180733176558866,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
17.889625323056606,-3.2746403791465593,-3.3255098021206186,312.2587372510833,312.2137580091189,2.0955664714662086,1.43198272228424,0.1634911661242915,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
18.12087168022124,-3.72995632324074,-3.769665135607065,312.1351692731925,312.24083123966824,2.111548292501253,1.4337390260205831,0.18607095315220462,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
18.36702957003914,-4.2317791286631135,-4.260542042440211,312.11879196248685,312.06983330299903,2.1206896675402227,1.4494735335650666,0.21097966178017016,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
18.61318745985704,-4.738710441161497,-4.787212804534625,312.0610471121081,312.0141693635108,2.133009677325156,1.4574167739366741,0.2366552182316895,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
18.859345349674943,-5.268447771865745,-5.307286208975361,311.9659310421611,312.05767105411496,2.148197124656863,1.4586426334378804,0.2629810193291766,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
19.12709486008028,-5.856147251355226,-5.887254563168368,311.9726671716489,311.9144381904372,2.1570971464254542,1.4731857065444751,0.2922371412153765,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
19.39631209132633,-6.448987956822386,-6.497182626092786,311.92283902900294,311.91500957643706,2.1702300871001934,1.4779454802292262,0.3221639657796888,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
19.66552932257238,-7.060299539704644,-7.093640335035589,311.87393182685724,311.9371610908141,2.183428848214064,1.4812783479583735,0.3524819803581427,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
19.939562680791642,-7.682043273419279,-7.7190258389769415,311.9029732285361,311.8297213675712,2.1913495966099408,1.493674536488014,0.38362986321432013,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
20.24528317845053,-8.378570354725873,-8.422455009387196,311.8516260275467,311.9055605951368,2.206207669763812,1.494050429924145,0.41857125209804674,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
20.55100367610942,-9.083112561280357,-9.114368836376018,311.8765155557175,311.85397700987113,2.215663938725863,1.5032187943558872,0.45358788943300976,400.0,600.0,400.0,600.0,600.0,400.0,1000.0,600.0,3064.0,1532.0,15.0
